id,title,gherkin,unit_tests,effort,time
STORY-181,Validar constraints en tabla de productos,"Feature: Integridad de datos\nScenario: Sistema valida constraints\nGiven un admin crea producto\nWhen los datos violan constraints\nThen el backend rechaza con error","def test_product_constraints_validation():\n  # Verifica error por constraint\ndef test_valid_product_creation():\n  # Verifica éxito",5,7
STORY-182,Procesar exportación de datos asíncrona,"Feature: Reportes\nScenario: Sistema exporta datos asíncronamente\nGiven el admin solicita exportación masiva\nWhen el backend procesa en fondo\nThen genera archivo CSV y notifica","def test_async_export_success():\n  # Verifica archivo generado\ndef test_async_export_notification():\n  # Verifica notificación",13,18
STORY-183,Implementar sharding de base de datos,"Feature: Escalabilidad\nScenario: Sistema distribuye datos\nGiven la base de datos crece significativamente\nWhen el backend aplica sharding\nThen las consultas se distribuyen entre shards","def test_sharding_performance():\n  # Verifica mejora de rendimiento\ndef test_sharding_data_consistency():\n  # Verifica datos consistentes",21,30
STORY-184,Auditoría de cambios en precios,"Feature: Auditoría de base de datos\nScenario: Sistema registra cambios de precios\nGiven un admin modifica precio de producto\nWhen el cambio se guarda\nThen el backend registra en log de auditoría","def test_price_change_audit():\n  # Verifica log registrado\ndef test_audit_accuracy():\n  # Verifica detalles correctos",5,7
STORY-185,Sincronizar datos de usuarios con API externa,"Feature: Integraciones\nScenario: Sistema sincroniza usuarios\nGiven un usuario actualiza datos\nWhen el backend sincroniza con API\nThen los datos se actualizan en sistema externo","def test_user_sync_success():\n  # Mockea API externa\ndef test_sync_failure_handling():\n  # Verifica manejo de error",13,18
STORY-186,Validar índices en consultas de pedidos,"Feature: Optimización de base de datos\nScenario: Sistema usa índices en pedidos\nGiven se ejecuta consulta de pedidos\nWhen el backend usa índices optimizados\nThen la consulta es más rápida","def test_order_index_performance():\n  # Verifica tiempo de respuesta\ndef test_index_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-187,Implementar transacciones en actualización masiva,"Feature: Integridad de datos\nScenario: Sistema asegura actualizaciones masivas\nGiven el admin actualiza múltiples productos\nWhen se ejecuta la actualización\nThen se realiza en transacción atómica","def test_mass_update_transaction():\n  # Verifica commit de transacción\ndef test_transaction_rollback():\n  # Verifica rollback en error",8,12
STORY-188,Encriptar logs de auditoría,"Feature: Seguridad de base de datos\nScenario: Sistema encripta logs\nGiven se genera un log de auditoría\nWhen el backend guarda el log\nThen el log está encriptado en BD","def test_audit_log_encryption():\n  # Verifica log encriptado\ndef test_log_decryption_access():\n  # Verifica acceso autorizado",8,12
STORY-189,Optimizar consultas de estadísticas de usuarios,"Feature: Optimización de base de datos\nScenario: Sistema mejora estadísticas\nGiven el admin solicita estadísticas de usuarios\nWhen el backend usa consultas optimizadas\nThen el reporte se genera rápidamente","def test_user_stats_query_performance():\n  # Verifica tiempo de respuesta\ndef test_stats_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-190,Implementar restauración de base de datos,"Feature: Gestión de base de datos\nScenario: Sistema restaura datos\nGiven existe un backup reciente\nWhen el admin solicita restauración\nThen el backend restaura datos sin pérdida","def test_database_restore_success():\n  # Verifica restauración\ndef test_restore_data_integrity():\n  # Verifica datos completos",13,20
STORY-191,Validar formato JSON en importación,"Feature: Gestión de datos\nScenario: Sistema valida JSON importado\nGiven el admin sube archivo JSON\nWhen el archivo tiene formato inválido\nThen el backend rechaza con errores","def test_json_import_validation():\n  # Verifica errores detectados\ndef test_valid_json_import():\n  # Verifica importación exitosa",8,10
STORY-192,Procesar limpieza de sesiones caducadas,"Feature: Gestión de base de datos\nScenario: Sistema elimina sesiones antiguas\nGiven existen sesiones caducadas\nWhen se ejecuta limpieza programada\nThen el backend elimina sesiones obsoletas","def test_session_cleanup_success():\n  # Verifica eliminación\ndef test_cleanup_safety():\n  # Verifica no eliminación de sesiones activas",5,7
STORY-193,Implementar vistas materializadas para reportes,"Feature: Optimización de base de datos\nScenario: Sistema usa vistas materializadas\nGiven el admin solicita reporte complejo\nWhen el backend usa vista materializada\nThen el reporte se genera rápidamente","def test_materialized_view_performance():\n  # Verifica tiempo de respuesta\ndef test_view_data_accuracy():\n  # Verifica datos correctos",13,18
STORY-194,Validar integridad en cascada en eliminación,"Feature: Integridad de datos\nScenario: Sistema elimina datos en cascada\nGiven un admin elimina categoría\nWhen se ejecuta eliminación\nThen el backend elimina productos asociados","def test_cascade_deletion_success():\n  # Verifica eliminación en cascada\ndef test_cascade_deletion_safety():\n  # Verifica restricciones",8,10
STORY-195,Integración con base de datos secundaria,"Feature: Escalabilidad\nScenario: Sistema usa BD secundaria para lecturas\nGiven se realiza consulta de lectura\nWhen el backend consulta BD secundaria\nThen la respuesta es rápida y consistente","def test_secondary_db_read():\n  # Verifica consulta en secundaria\ndef test_data_consistency():\n  # Verifica datos consistentes",13,20
